32,1
31,2,6,3,37,2,2,5
37,2
5,3,2,3,6,4,37,3
29,3
37,3
33,2
3,2
11,4,32,1
2,3
23,4
9,3,12,5,36,5,33,2
26,5
31,1,37,3
18,5
36,2
28,5,1,4,40,3
6,1
14,1
39,4
4,4,36,3,7,2
6,5,30,2,35,4
23,5
33,3
29,1
38,1,26,3,30,4
13,2
36,5
2,1
5,4
30,5
11,1
5,4
4,3,37,3
33,4
15,2
37,5,5,1
30,4,22,5
29,5
6,2,8,1,35,2,31,4
20,5
20,4,5,4,38,4
12,3,35,1,18,1
40,4
32,3
32,4,39,2,38,1
28,5
29,2,30,3,21,2,20,4
28,5,31,4
34,3,36,1,29,4
24,4,34,3
16,1,7,1,35,3,37,4
10,3,11,3
11,2
29,1
34,1
29,1
25,2
38,2
33,4
7,3
21,1,19,2
15,5
7,2,33,2,20,4
37,5
39,4
4,2,13,4
3,5,29,3
37,3
35,5
31,4
29,5
37,4
4,5
9,2,25,1,13,1,15,5
35,3
5,1
29,3
33,5,21,5,40,5,35,5
32,3,25,5,10,5
32,1,35,4,4,2
4,5
25,4
24,4
32,4
25,4
40,5
31,4
39,3
28,4
26,3,5,3,13,3
6,5
37,2
15,5,37,4,19,3,28,4
6,2
33,4
17,4,37,3,15,1,2,2
29,3
30,1
8,5,23,2,37,1,5,3
35,5
29,4
36,1
36,3,13,1
12,1,8,2
39,3,8,4,32,1
39,2,37,5,3,5
3,4,22,2,19,1,23,3
31,2
13,4
9,2
39,1,27,1
12,2
36,2,17,5,15,5
3,1,4,2
37,2
37,3
12,3
38,1,6,1,29,2
33,5
31,2,15,1,35,1,16,4
9,3,1,3
2,1,24,2,32,4,29,1
24,2
31,5
28,1
36,5,1,3,40,5,31,4
36,5,19,4,5,4
12,4,19,3
37,2,35,4
8,3
35,3,28,2,29,1,14,4
34,1,39,4,29,5
13,1,36,2
29,5,3,1,31,3
4,4
22,1,20,4,29,5,5,3
5,5
34,2
30,3
10,3,34,5,3,4
13,5
22,5
30,5,6,1,10,4
15,4,30,5
27,3
14,1
24,1
22,2
8,1,40,5,16,1,3,2
2,2,8,2
15,5
36,1,38,2
13,3,10,2
37,1
17,2,28,1
8,5
3,2,34,5
9,1
3,5
22,4,13,4,17,3,31,5
30,2
18,4,13,5
6,3,4,2,21,5
22,4,19,1,35,2,13,4
36,2,25,1,30,1,34,1
33,2,36,5,8,3,29,1
35,4
33,1
40,2
10,2
28,5
15,1
9,5,21,1
35,4,15,5,19,3,31,3
34,2
40,5,9,4,18,2
27,4
4,1
2,5
9,4
3,2,25,3
18,1
39,2,36,3,6,4
7,5
9,4
3,2,18,5
33,3,12,4,37,5,22,2
37,4
31,1
12,3,29,1
38,4
5,3
19,2,7,5
17,2,33,4
31,2,22,4,4,2
36,2
5,3
31,1,7,5,16,2,9,4
30,1
1,2,34,3,33,2
40,2,14,1
19,3,5,3
29,5
5,3,14,1,1,4
30,1,16,2
24,1
7,1
31,2
1,2,38,5,21,5,25,1
33,3,29,2,3,2,17,4
40,3,21,2
33,2,10,5,32,1,15,2
29,4
21,1
29,1,6,2,9,5
10,1
13,2
13,2,28,3
4,3
20,4,29,2
1,4
33,3
27,2
17,2,29,4,3,2
32,4,17,4
17,3
3,1
17,5
32,1,29,4,16,4
23,3
31,2
28,1,39,1,36,1
18,5
25,2
35,3
40,4
33,1
38,4,18,1,13,1,40,1
26,3
8,2
23,5
27,2
11,4,38,4
5,2
12,5,15,2
1,3
30,1
40,3,33,5,38,4,23,3
30,3,17,3,3,1
5,2,26,3,39,4,33,5
25,2
40,4,33,4,31,5,10,1
29,5,32,5,37,1
40,4,22,1
10,2
7,3,38,4,33,1,9,2
4,3
33,5
35,1,10,1,5,1
