3,5,25,5,33,1,12,2
17,3
33,2
24,1
7,3,37,2,6,4,38,5
28,5
24,5
31,5,40,3
28,3
28,1
26,5
6,2
13,5,7,4,31,1,19,2
14,4
39,4
27,3
39,3
39,3
31,4
5,4,31,3,17,2
30,5,33,3,9,5
5,5
30,4,3,3
31,2
33,5,12,2,3,5,34,1
19,2
40,4
39,3
13,5
26,5,37,4,6,3
32,2,30,1
27,2
4,3,30,2,8,1,6,3
28,2,11,1,16,1
19,5
31,3
23,5,22,3
38,5
33,5
26,5
38,1
7,2,14,5,25,4,5,1
35,4
27,1,31,4,13,3
28,1
27,1
40,4
17,4,37,4,21,1
6,3
36,5,33,4,40,5,22,4
22,2
33,1,37,5,1,1,9,4
10,1
27,1
28,2,34,3,35,2
9,3
24,5,40,3,39,4,31,4
10,4,36,1,6,5
27,2
38,2,36,1,4,3
35,2,28,3,31,3,9,1
38,2,31,4
13,3
25,4,24,3,4,2,40,3
33,5,1,5
12,2
27,4,39,4,14,4
24,1,38,5,27,1
39,1
6,2
25,5,17,5
1,5
1,3
1,4
5,1
8,5
17,2,19,3,27,1
4,4
4,3,36,5,30,1
10,5
38,3
30,2
1,2
38,3
31,4,27,2
24,3
29,3,28,1,40,3
24,3
20,5
34,3
4,2
5,3,1,1,13,2,16,1
5,5,4,5,27,3
12,4
38,2
31,2
3,4,20,1,19,3
29,2,22,3
35,5,14,2,36,3
39,4,40,5,12,2,31,3
9,5,40,1,8,4
21,3
35,4
29,2
3,4,40,5
38,4
31,5
5,2
7,5
1,5,11,2,25,4,28,3
40,1,23,1,12,2,38,3
15,4,4,3,32,1
31,2,7,5,40,2,10,3
10,4
30,4
20,1,1,5,9,1,12,5
11,3,36,5,26,4
5,3
7,3
4,2
8,5,31,4
28,4
24,1,6,3,13,1,21,4
19,4,24,4,32,2
2,3,10,2
33,4
28,3
27,1
27,4
11,2,36,2,4,5,5,3
29,2
35,1
12,5
40,4,31,1,4,3,39,2
11,3
24,5
17,1
18,3
22,4
29,1,31,5
14,2,12,5,27,4
2,4
1,2,39,2
7,3
30,2,3,4,29,1
9,1
1,1,31,4
3,4
16,4,13,2
3,5
29,2,7,1,19,1,31,2
32,3
34,2
28,3,32,1
9,5
12,1
24,1
40,5,39,4,6,3,36,5
39,1
9,4,38,5
4,3,26,1,29,5,12,2
26,4
13,4
3,1
21,5
31,3,7,2,39,3,26,2
32,1
14,4
29,5,24,3
37,1,31,1,5,1,33,2
38,4,36,2,27,3
17,5,24,1,38,4,8,1
34,3
12,3,34,5,33,4,10,2
33,2
15,3,36,1,37,4
5,5
24,1
32,1
31,1,17,5
28,2,3,2
11,5,4,1,9,2
5,4,16,3,34,4
35,5,13,1
40,3,18,3,2,2
4,1,5,1,34,1
6,4
1,2,3,1,38,3,21,1
20,4,32,4,24,2
37,5,2,5
23,4,4,2,17,5
27,4,23,3,38,2,24,1
3,5,40,3
40,1
35,1,38,2
15,2
32,2,15,4,27,5,6,3
10,5,9,4
38,5,36,2,14,1,1,5
17,4
13,2
34,4
32,5
34,2
17,3
8,5,13,1,35,4,29,2
40,1,7,3
9,1
17,2,32,4
15,4
21,1,34,3,2,3
15,4
14,4,40,1
29,4
40,5,19,5
3,2,28,1,36,3
23,2,4,2
23,1
4,4,27,3,8,2
21,3
33,3,30,5,4,4
10,1
19,5
28,2
18,1
34,5
35,4,6,2,20,2
13,1
25,5,38,5,1,4,31,1
27,5
38,5
36,3
17,4
2,3
29,4
38,3,37,3,1,3
40,2
29,4,4,4,21,5,38,3
34,1
2,2,8,1,35,4,36,1
12,4
31,2
27,1,15,3,36,1,11,4
25,4,36,2,40,2,31,5
11,3
20,4
11,4
1,5,40,5,39,5,36,3
14,3,12,3
33,3,37,2,35,1,28,4
38,4
35,2,15,5
38,3
36,5
33,5,32,2
30,2
11,5,12,5,36,5,22,1
24,4
3,2
40,4,37,2
