25,4
37,2
40,1
33,1
22,1,20,5,29,2
4,5
14,2,2,4,21,1,37,3
29,5,4,2,32,4,40,5
37,2,36,2
12,1,8,5,37,3,39,1
27,1
10,5
19,1
10,5
6,5,30,5,2,3,36,3
5,2
34,5,8,3,22,1
35,1,33,3,36,4
26,5,31,1,29,4,5,5
20,3
24,2,32,3,35,2,37,1
40,5,19,2,14,1
11,1
31,1,15,2,32,2,29,3
38,1
7,4
37,4
38,1
27,3
9,3
3,2
29,5,36,5
11,3,4,2,37,5,16,3
21,5,2,2,23,2
6,5,37,2,35,2
17,5
14,3,37,1,5,5
13,2
7,5,12,1,1,2,29,5
28,3,7,5,13,4
5,4,3,4
13,5,35,1,32,4,31,5
10,4,36,2,29,3,38,3
3,1
29,1,6,3,5,5
26,4
29,5
9,4,31,5,20,3
7,1
36,1
14,1
13,4
14,1,30,1
33,4,30,5
31,3,13,4,28,3,38,1
40,4
3,5
32,3
31,4,18,4,13,4
30,4
12,1,37,2,6,4,1,4
4,4
38,5
15,2,8,5,29,3,28,4
16,1
5,4
6,5
22,1
4,4
31,5
29,3
22,5
32,4
31,5,28,3,13,1
7,1
35,5
4,5,34,3,11,3
33,5
11,1,31,3,23,1,34,2
36,4
30,2
3,5,22,2,23,4,39,4
26,4
31,3,2,4,38,5
14,3
30,4
32,5
14,2
1,1,4,4
1,2,4,5,39,1,30,1
37,1,31,4,11,3,22,4
11,1
40,3,11,2
40,2
30,1
38,1,32,1,5,5
1,4
7,4,14,4,18,4,1,4
27,1
39,1,16,3,31,5,18,3
27,3,40,4,30,1
23,4
2,1
10,4
39,1,1,4,15,1,14,2
22,5
24,2,1,2,38,1,29,2
35,1
36,1
5,5
3,2
14,5
36,2
7,1
31,4,27,2
6,5
4,1,1,5
31,4
6,3
10,2
28,4
29,3
8,1,40,5
12,4,8,4,34,2,31,2
3,3
35,1,33,5,2,2
5,4,37,5
9,3
4,2,33,4
22,4
22,2,17,3,6,3
3,4,6,4
9,3
38,5
4,5
28,4
9,4,38,1,39,1,37,4
2,5
4,2,33,2,31,3,19,3
30,4,7,5
40,4
8,3
36,1
20,2,11,1,39,5,27,3
25,3
17,4
16,5
32,2
30,2,33,2,37,3
3,5,17,5,21,1
31,5
29,1
12,3,39,1,5,2
26,1
19,1,33,2,1,5,8,3
30,3
36,4
6,3
40,3,34,3,2,4
38,5
10,3,2,5
27,3,2,2,13,3
26,1
38,2
7,5
30,3
40,5
32,4
6,3,27,1
21,1
34,4,33,1,8,5,4,4
38,4,16,3,6,4
37,4,4,4,32,4
28,5,6,3,13,1,40,5
1,3
22,5
9,4
13,1,27,1,22,2
8,3,38,4,30,1,2,5
23,4
40,1
28,3,6,2,22,1,31,3
30,1,4,5,8,2,29,5
4,1,28,2,35,5
5,2,7,5,9,5
36,5
19,1
15,2,31,4
26,3
6,2,31,2,13,1
4,4
8,1
28,4
30,5,33,2,34,5
31,1
36,1,34,1,29,5,25,1
39,2
1,1
36,4
40,3,20,1,25,4,19,1
33,3
4,4
31,4,36,3,10,4
8,4,40,1
18,2,28,1,5,3,38,2
32,4,12,3,28,4,34,5
25,2
5,4
2,1
31,2
29,4,33,4,30,2,25,3
25,5
37,4,5,4,21,1,36,1
6,4,32,5,23,5,5,5
36,5
29,3,15,1,40,1
36,3
2,3
30,1,10,3,28,1
2,4,30,5
11,4
17,4
31,4,9,5
7,3
36,1,26,3,12,5
29,1
4,3
15,3,4,4,35,5,25,3
21,1,33,5,8,2
30,4
32,2,3,2,9,3,22,4
29,4
10,3,7,4,2,4
20,1
34,1,12,4,27,1
13,4,3,3
18,2
39,2,38,5,11,1,37,3
6,3,8,5,40,1,21,4
13,4
39,2
2,2,33,3,34,5,3,4
36,3,18,3,38,1,40,2
37,4,33,1
33,3,38,4
35,3
19,5
31,1
29,2
28,2,5,5
36,4
21,2
4,5,16,2,18,1,17,1
29,1
11,2
4,5,16,4,39,4,5,4
33,2,17,3,20,2,9,4
40,4,10,2
6,4,14,5,31,3,32,1
38,3,22,5
